ISBN,Title,Author,Year,Publisher,TotalRating,Subjects,Language
0425193802,Otherwise Known As Sheila the Great,Judy Blume,2004,Berkley Publishing Group,2,"['Children’s Middle Grade Books', 'Children’s Picture Books']",English
0312978960,The Marriage Masquerade,Cheryl Anne Porter,2002,St. Martin's Paperbacks,3,"['Fiction', 'Fiction, mystery & detective, women sleuths']",English
1581822707,The Fibromyalgia Cookbook: More Than 120 Easy and Delicious Recipes,Shelley Ann Smith,2002,Cumberland House Publishing,2,"['Recipes', 'Fibromyalgia']",English
0805072411,"The Fibromyalgia Handbook, 3rd Edition: A 7-Step Program to Halt and Even Reverse Fibromyalgia",Harris H. McIlwain,2003,Owl Books,2,"['Fibromyalgia', 'Handbooks, manuals']",English
0156239302,The Dark Tower and Other Stories,C. S. Lewis,1977,Harcourt,2,"['Maturation (Psychology)', 'Kings and rulers']",English
0515134023,Heaven and the Heather,Elizabeth Holcombe,2002,Jove Books,2,"['Fiction', 'Fiction, romance, historical, general']",English
0373292848,The Earl's Prize (Harlequin Historical Series),Nicola Cornick,2003,Harlequin,3,"['Fiction, Romance, Historical, Regency', 'Aristocracy (Social class), fiction']",English
3434545018,Der kleine Prinz kehrt zurück.,Jean-Pierre Davidts,1998,Europäische Verlagsanstalt/Rotbuch GmbH & Co.KG,2,,German
3442730333,Das Spiegelhaus.,Ramona Diefenbach,2002,Goldmann,2,,German
1556618670,"The Confession (The Heritage of Lancaster County , No 2)",Beverly Lewis,1997,Bethany House Publishers,3,"['New york (state), fiction', 'Pennsylvania, fiction']",English
0765302578,Lion of Ireland (Celtic World of Morgan Llywelyn),Morgan Llywelyn,2002,Tor Books,2,"['Biographical fiction', 'Fiction']",English
0553381393,Tides of War,STEVEN PRESSFIELD,2001,Bantam,2,"['Generals', 'Biographical fiction']",English
0802138101,The Battle: A Novel,Patrick Rambaud,2001,Grove Press,2,"['Aspern-Essling, Battle of, Austria, 1809', 'Napoleonic Wars, 1800-1815']",English
0689829043,Where's That Cat?,Eve Merriam,2000,Margaret K. McElderry,2,"['Stories in rhyme', 'Cats']",English
0061050482,The Last Continent (Discworld Novels (Hardcover)),Terry Pratchett,1999,Harpercollins,2,"['Fiction', 'Wizards']",English
0441009271,Scout's Progress,Sharon Lee,2002,Ace Books,2,"['American Science fiction', 'Fiction, science fiction, general']",English
0886775213,"To Green Angel Tower (Memory, Sorrow and Thorn, Book 3)",Tad Williams,1993,New Amer Library,4,"['Fantasy', 'Fiction']",English
0517708655,Denial of the Soul: Spiritual and Medical Perspectives on Euthanasia and Mortality,M. Scott Peck,1997,Random House Inc,2,"['Assisted suicide', 'Christianity']",English
0060969083,"Fathers and Babies: How Babies Grow and What They Need from You, from Birth to 18 Months",Jean Marzollo,1993,Perennial,2,"['Infants', 'Father and child']",English
0140059156,Brideshead Revisited,Evelyn Waugh,1981,Penguin Putnam~trade,2,"['Catholics', 'Family']",English
0684848287,Kaffir Boy: The True Story Of A Black Youths Coming Of Age In Apartheid South Africa,Mark Mathabane,1998,Free Press,2,"['Apartheid', 'Blacks']",English
0673158993,Writing research papers: A complete guide,James D Lester,1984,"Scott, Foresman",2,"['Academic writing', 'Handbooks, manuals']",English
0806501960,Baudelaire Rimbaud and Verlaine: Selected Verse and Prose Poems,Arthur Rimbaud,1994,Carol Publishing Corporation,2,"['Boxing', 'Corrupt practices']",English
0385143133,Cat people (A Dolphin book),Bill Hayward,1978,Doubleday,2,"['Cats', 'Pictorial works']",English
1575666073,God Don't Like Ugly,Mary Monroe,2000,Dafina,2,"['African American teenage girls', 'Female friendship']",English
0802134459,Leaving Las Vegas,John O'Brien,1995,Grove Press,4,"['Fiction', 'Alcoholics']",English
848437386X,No Miris Enrere (Beta),David Castillo,2002,Proa,2,,English
1556704275,Cooking for a Healthy Family,Simon Hope,1995,"Stewart, Tabori, &amp; Chang",2,"['Vegetarian cookery', 'Menus']",English
0812565339,Jennie,Douglas Preston,1997,Tor Books,3,"['Fiction, action & adventure', 'Fiction, general']",English
014017043X,Dear Writer in the Window: The Wit and Wisdom of a Sidewalk Sage,Georgelle Hirliman,1993,Penguin USA,2,"['Life', 'Miscellanea']",English
0961462043,"Menopausal Years, The Wise Woman Way: Alternative Approaches for Women 30-90 (Wise Woman Herbal Series, Book 3)",Susun S. Weed,1992,Ash Tree Publishing,2,"['Alternative treatment', 'Complications']",English
0020264801,ETHAN FROME,Edith Wharton,1987,Scribner,5,"['Accident victims', 'American fiction (fictional works by one author)']",English
0575600365,Island In the Sun the Songs of Irving Be,Irving Burgie,1996,Trafalgar Square,2,"['Fiction, historical, general', 'Fiction, mystery & detective, traditional']",unknown
0792273745,"National Geographic Guide to Bird Watching Sites, Eastern US",Unknown Unknown,1999,National Geographic,2,"['Guidebooks', 'Bird watching']",English
0563362499,Delia Smith's Complete Cookery Course,Delia Smith,1993,BBC,3,"['Cookery', 'Cooking']",English
0140033181,As I Walked Out One Midsummer Morning,Laurie Lee,1979,Penguin USA,2,"['Authors, English', 'Biography']",English
0913008079,"Waterproof Guide to Corals and Fishes of Florida, the Bahamas, and the Caribbean",Jerry Greenberg,1977,Mistco,2,"['Cnidaria', 'Corals']",English
0961327421,OLE and Lena Jokes (OLE &amp; Lena Jokes),Red Stanglano,1989,Norse Press,2,,English
0261102664,The Hobbit,J. R. R. Tolkien,2000,Harpercollins,2,"['Fantasy', 'Arkenstone']",cor
1840371404,Air Navigation: Air Pilot's Manual (Air Pilot's Manual Series),Trevor Thom,2002,"Airlife Publishing, Ltd.",2,"['Private flying', 'Airplanes, piloting']",English
0395175798,"A Field Guide to Trees and Shrubs: Field Marks of All Trees, Shrubs, and Woody Vines That Grow Wild in the Northeastern and North-Central United Sta (Peterson Field Guides (Paperback))",George A. Petrides,1973,Houghton Mifflin Co,2,"['Identification', 'Climbing plants']",English
0395240840,A Field Guide to the Mammals: North America North of Mexico (Peterson Field Guides (Paperback)),William Henry Burt,1976,Houghton Mifflin Co,2,"['Mammals', 'Identification']",English
039551424X,A Field Guide to Western Birds: A Completely New Guide to Field Marks of All Species Found in North America West of the 100th Meridian and North of (The Peterson field guide series),Roger Tory Peterson,1990,Houghton Mifflin Co,3,"['Birds', 'Identification']",English
3596113776,Tagebuch,Anne Frank,1998,Fischer Taschenbuch Verlag GmbH,3,"['autobiographies', 'ethnic relations']",German
0393043762,"A Murder, A Mystery, and a Marriage",Mark Twain,2001,W.W. Norton &amp; Company,4,"['Open Library Staff Picks', 'Farm life']",English
0805210512,On the Kabbalah and Its Symbolism,Gershom Gerhard Scholem,1996,Schocken Books,2,"['Cabala', 'Golem']",English
1578631211,"Candle Magic: A Coveted Collection of Spells, Rituals, and Magical Paradigms",Phillip Cooper,2000,Weiser Books,2,"['Candles and lights', 'Magic']",English
0375706437,The Wild Party : The Lost Classic by Joseph Moncure March,ART SPIEGELMAN,1999,Pantheon,3,"['Comics & graphic novels, general', 'Fiction, humorous, general']",English
0517549565,The Complete Prophecies of Nostradamus,Nostradamus,1982,Random House Inc,3,"['Prophecies (Occultism)', 'Prophecies']",German
0385417241,Homeland,John Jakes,1993,Bantam Dell Pub Group,3,"['Fiction', 'German Americans']",English
044100590X,Dune,Frank Herbert,1999,Ace Books,2,"['Dune (Imaginary place)', 'Fiction']",Greek
0028642082,The Complete Idiot's Guide(R) to World Religions (2nd Edition),Brandon Toropov,2001,Alpha Books,2,"['Religions', 'Nonfiction']",English
0380976889,Murder Shoots the Bull (Southern Sisters Mysteries (Hardcover)),Anne George,1999,William Morrow &amp; Company,2,"['Fiction', 'Women detectives']",English
1580050298,The Mother Trip: Hip Mama's Guide to Staying Sane in the Chaos of Motherhood,Ariel Gore,2000,Seal Press (WA),6,"['Motherhood', 'Parenting']",English
1573751553,Nitpicker's Fun &amp; Games for Next Generation Trekkers,Phil Farrand,1995,Audio Scope,3,,English
0375502645,Moab Is My Washpot: An Autobiography,Stephen Fry,1999,Random House Inc,3,"['Actors', 'Biography']",English
0679452664,Airframe,MICHAEL CRICHTON,1996,Random House Audio,2,"['air safety', 'media relations']",Japanese
0060921110,Why Do Dogs Have Wet Noses? and Other Imponderables of Everyday Life,David Feldman,1991,HarperCollins,3,"['Questions and answers', 'Curiosities and wonders']",English
1891620797,"We've Got Issues : The Get-Real, No B.S., Guilt-Free Guide to What Really Matters",Meredith Bagby,2000,PublicAffairs,2,"['Politics and government', 'Attitudes']",English
0425187071,Plague: A Novel of Bioterrorism,Gary A. Birken,2002,Berkley Publishing Group,3,"['Fiction, medical', 'Fiction, thrillers, general']",English
0385314043,"Piano Lessons: Music, Love, &amp; True Adventures",Noah Adams,1996,Delacorte Press,5,"['Biography', 'Pianists']",English
1888952318,"Kids Will Be Kids: Excellent, Tried-And-True Reasons for Thinking Twice About Having Children (Or Why You Might Want to Rent Them Out on Weekends)",Jane Naliboff,1997,Cumberland House Publishing,3,"['Humor', 'Parenting']",English
2845654839,"Les Contes du Korrigan, tome 2 : Les Mille Visages du diable",Jean-Luc Istin,2003,Soleil,2,,French
1888952024,The Portable Mother,Stacey Granger,1996,Cumberland House Publishing,2,"['Mothers', 'Quotations, maxims']",English
840804866X,El Origen Perdido/Lost Origin,Matilde Asensi,2003,Planeta,5,['Spanish fiction'],Spanish
0399150978,Idlewild,Nick Sagan,2003,Putnam Publishing Group,2,"['Science fiction', 'Virtual reality']",English
0609607383,Hobo : A Young Man's Thoughts on Trains and Tramping in America,EDDY JOE COTTON,2002,Harmony,7,"['Tramps', 'Biography']",English
0310205719,The Purpose-Driven Life: What on Earth Am I Here For?,Rick Warren,2002,Zondervan Publishing Company,34,"['Leefwijze', 'Christian life']",English
0440224225,Dream Lover,VIRGINIA HENLEY,1997,Island Books,2,"['Fiction, Romance, Historical, Kidnapping', 'alpha male']",English
0425179532,Death on the Downs: A Fethering Mystery (Fethering Mystery),Simon Brett,2001,Berkley Hardcover,2,"['Alternative medicine specialists', 'Carole Seddon (Fictitious character)']",English
3473540323,"Die Letzten Kinder Von Schewenborn (Fiction, Poetry and Drama)",Pausewang,1996,Ravensburger Buchverlag Otto Maier GmbH,3,"['Nuclear warfare', 'Fiction']",German
0425126870,The Complete Bartender,Robyn M. Feller,1995,Berkley Publishing Group,6,"['Bartending', 'Cocktails']",English
0671870955,PRINCE CHARMING,Julie Garwood,1994,Atria,5,"['Fiction, Romance, Historical', 'Marriage, fiction']",English
0440236681,Empires of Sand,David W. Ball,2001,Dell Publishing Company,2,"['Tuaregs', 'Fiction']",English
0892966904,Point Deception,Marcia Muller,2001,Mysterious Press,5,"['Journalists', 'Serial murders']",English
055310523X,Miracle Cure,Michael Palmer,1998,Bantam Books,5,"['Arteriosclerosis', 'Drug development and evaluation']",Spanish
0671877895,Redliners,David Drake,1997,Baen,2,"['Fiction, science fiction, general']",English
1582293031,Rescued by the Cross: Stepping Out of Your Past and into God's Purpose,Ken Freeman,1999,Howard Publishing Company,2,"['Youth', 'Religious life']",English
0330323407,The Universal Ustinov,Christopher Warwick,1992,Pan Macmillan,2,"['Actors', 'Biography']",English
2707303143,Moderato Cantabile,Marguerite Duras,1970,Distribooks Inc,4,"['Reviews', 'Continental european fiction (fictional works by one author)']",French
2070368475,La Faim du tigre,René Barjavel,1976,Gallimard,2,,French
0142004421,The Photograph,Penelope Lively,2004,Penguin Books,2,"['Widowers, fiction', 'Sisters, fiction']",English
1575667495,Lady of the Forest,Jennifer Roberson,2000,Kensington Publishing Corporation,2,"['Fiction', 'History']",English
0374173710,Hunters and Gatherers,Francine Prose,1995,Farrar Straus &amp; Giroux,2,"['Fiction', 'Women']",English
0679889183,Page (Protector of the Small (Paperback)),TAMORA PIERCE,2001,Random House Books for Young Readers,2,"['Knights and knighthood', 'Fantasy']",English
0062511661,"Why Suicide? : Answers to 200 of the Most Frequently Asked Questions about Suicide, Attempted S",Eric Marcus,1996,HarperSanFrancisco,4,"['Suicide', 'Prevention']",English
0689821638,The VIEW FROM SATURDAY,E.L. Konigsburg,1998,Aladdin,4,"['Amistad', 'Concursos']",English
0385025866,I Heard the Owl Call My Name,Margaret Craven,1973,Bantam Dell Pub Group,2,"['Clergy', 'Fiction']",English
0060956305,"First, You Cry",Betty Rollin,2000,Perennial,2,"['Biography', 'Breast']",English
0425095622,The Eternal Champion,Michael Moorcock,1987,Berkley Pub Group,2,"['Fiction, fantasy, general', 'Daker, john (fictitious character), fiction']",English
3499222256,Unterwegs.,Jack Kerouac,1998,Rowohlt Tb.,3,"['Beat generation', 'Fiction']",German
3499132095,Die Putzfraueninsel: Roman (Neue Frau),Milena Moser,1992,Rowohlt,4,,German
3442444128,Mörder und Marder. Ein Baltasar- Matzbach- Roman.,Gisbert Haefs,1999,Goldmann,3,,German
3442725828,Zwei Hochzeiten und ein Pessachfest.,Allegra Goodman,1999,Btb Bei Goldmann,2,,German
0425180433,Ten Thousand Islands,Randy Wayne White,2001,Prime Crime,6,"['Marine biologists', 'Fiction']",English
0140254900,Dark and Stormy Rides Again: The Best (?) from the Bulwer-Lytton Contest,Scott Rice,1996,Penguin USA,2,"['Literary Style', 'Style']",English
0553576615,The Northbury Papers,Joanne Dobson,1999,Bantam Books,5,,English
1857992466,Dixie City Jam Robicheaux Uk,James Lee Burke,1995,Orion Books,3,"['Robicheaux, dave (fictitious character), fiction', 'Louisiana, fiction']",unknown
3499130432,Im Land der letzten Dinge. Roman.,Paul Auster,1992,Rowohlt Tb.,2,,German
0590430505,Funhouse,Diane Hoh,1990,Scholastic Paperbacks (Mm),2,"['Mystery and detective stories', ""Children's poetry, American""]",English
0812969650,The Clothes They Stood Up In and The Lady in the Van (Today Show Book Club #5),Alan Bennett,2002,Random House Trade,6,"['Middle-aged persons', 'Friends and associates']",English
0786011041,I Know My First Name Is Steven,Mike Echols,1999,Pinnacle Books,2,"['Child sexual abuse', 'Kidnapping']",English
0440472016,A Proud Taste for Scarlet and Miniver,E.L. KONIGSBURG,1985,Yearling,2,"['Juvenile fiction', 'Fiction']",English
0380016761,To Jerusalem and back : a personal account,Saul Bellow,1977,Avon,2,"['Travel', 'Biography']",unknown
0385481179,What Your Kindergartner Needs to Know: Preparing Your Child for a Lifetime of Learning (Core Knowledge),E. D. Hirsch,1996,Doubleday Books,2,"['Education', 'Nonfiction']",English
0441000924,Quantum Leap: Knights of the Morningstar (Quantum Leap),Melanie Rawn,1994,Ace Books,3,"['Fantasy', 'Science fiction']",English
0152020764,Magic by the Lake,Edward Eager,1999,Odyssey Classics,2,"[""Children's stories"", 'Fiction']",English
0449147207,Murder in My Backyard (Stephen Ramsay Mysteries),Ann Cleeves,1991,Fawcett Books,2,"['Fiction', 'Stephen Ramsay (Fictitious character)']",English
0375700234,Reading in the Dark : A Novel,SEAMUS DEANE,1998,Vintage Books,4,"['Children', 'Fiction']",English
0380789620,I Sing the Body Electric! And Other Stories,Ray Bradbury,1998,Perennial,2,"['American Science fiction', 'Science fiction']",English
0866835016,Each Day a New Beginning: Daily Meditations for Women,Hazelden Publishing,1991,HarperSanFrancisco,4,"['Devotional calendars', 'Alcoholics Anonymous']",English
0880709391,Dominion,Randy Alcorn,1996,Multnomah,2,"['Fiction', 'African American journalists']",English
0307117235,"Happy Easter, Little Critter (Look Look Series)",MERCER MAYER,2000,Golden Books,3,"['Easter stories', 'Easter']",English
0061091227,Growing Up Brady: I Was a Teenage Greg,Barry Williams,1993,Harper Mass Market Paperbacks (Mm),6,"['Actors, biography', 'Actors, united states']",English
0553277685,Amazing and Death Defying Diary of Eugene Dingman (Bantam Starfire Books),Paul Zindel,1989,Starfire,3,"['Waiters and waitresses', 'Diaries']",English
067145806X,DEANS DEC,Bellow,1983,Washington Square Press,3,"['Mothers and sons', 'College teachers']",English
067976674X,Selected Stories,Alice Munro,1997,Vintage Books USA,2,"['Fiction', 'World literature']",English
0590762133,A Dictionary of Dinosaurs,Rupert Matthews,1989,Scholastic Ltd,2,"['Bears', 'Insects']",English
0027436292,King of the Wind : The Story of the Godolphin Arabian,Marguerite Henry,1990,Simon &amp; Schuster Children's Publishing,2,"['Arabian horse', 'Fiction']",English
1573223301,Raising Fences: A Black Man's Love Story (Today Show Book Club #4),Michael Datcher,2002,Riverhead Books,4,"['Journalists', 'African American families']",English
044040357X,Heidi,Johanna Spyri,1990,Yearling Books,2,"['Johanna Spyri', 'Children']",English
0440974836,Romeo and Juliet West Side Story,William Shakespeare,1965,Laure Leaf,3,"['Performing Arts', 'courtship']",English
0394461096,Sophie's Choice,William Styron,1979,Random House Inc,2,"['Fiction', 'Holocaust survivors']",English
0373835728,The Heiress,Cathy Gillen Thacker,2003,Harlequin,2,"['Fiction, romance, general']",English
0679730494,Dirty Work: A Novel (Vintage Contemporaries),Larry Brown,1990,Vintage Books USA,2,"['Fiction', 'Vietnamese Conflict, 1961-1975']",English
0553213784,Chronicles of Avonlea,L.M. MONTGOMERY,1988,Bantam Classics,2,"['Fiction', 'Love']",English
0385425139,The Famished Road,Ben Okri,1993,Anchor,2,"['Africa in fiction', 'Fiction']",English
0061057517,Dark Shadows : Angélique's Descent,Lara Parker,1998,HarperEntertainment,2,"['Vodou', 'Vampires']",English
0374403589,The Amazing Bone,William Steig,1993,"Farrar, Straus and Giroux (BYR)",3,"[""Children's stories"", 'Fiction']",English
1573221813,The Road to Wealth: A Comprehensive Guide to Your Money--Everything You Need to Know in Good and Bad Times,Suze Orman,2001,Riverhead Books,2,"['Personal Finance', 'Investments']",English
0590471732,The Secret Garden: With Key,Diane Molleson,1993,Scholastic,2,"['Fiction', 'Toy and movable books']",English
0890877491,Uncommon Sense for Parents With Teenagers,Michael Riera,1995,Perseus Publishing,2,"['Parent and teenager', 'Adolescencia']",English
0812531744,Eon,Greg Bear,1986,Tor Books,2,"['Fiction', 'Science fiction']",English
1881273652,The Five Love Languages of Children,Gary D. Chapman,1997,Moody Publishers,3,"['Parent and child', 'Child psychology']",English
0307215911,Trixie Belden and the Mystery Off Old Telegraph Road (Mystery Off Old Telegraph Road),Kathryn Kenny,1978,Random House Childrens Books,2,"['Detective and mystery stories', 'Bicycle racing']",English
0671036017,"Hindenburg,1937",Cameron Dokey,1999,Simon Pulse,2,"['Fiction', 'Hindenburg (Airship)']",English
3423204532,Lob der Provinz.,Erwin Grosche,2001,Dtv,2,['German literature'],unknown
0671693808,Toilet Training in Less Than A Day,Nathan Azrin,1989,Pocket,5,['Toilet training'],English
3453039025,Die dunkle Seite der Sonne. Roman.,Terry Pratchett,1989,Heyne,2,"['Fiction in English', 'Fiction, general']",German
3442088763,Kalte Glut. ( Rache ist ein süÃÂes Wort). Roman.,Sidney Sheldon,1987,Goldmann,2,,German
0445002972,Unsuitable Job for a Woman,P D James,1972,Warner Books> C/o Little Br,2,"['Fiction', 'Women private investigators']",English
0395536804,Island of the Blue Dolphins (Illustrated),Scott O'Dell,1990,Houghton Mifflin,3,"['Fiction', 'Indians of North America']",English
0743406966,Shakedown (Angel),Don DeBrandt,2000,Simon Spotlight Entertainment,2,"['Vampires', 'Angel (Fictitious character)']",English
8420481017,El maestro de esgrima,Arturo Perez-Reverte,1992,"Alfaguara Ediciones, S.A. (Spain)",4,"['Fencing coaches', 'Fiction']",Spanish
8401491509,Pánico nuclear,Tom Clancy,1998,"Plaza &amp; Janes Editores, S.A.",2,"['Clark, john (fictitious character), fiction', 'Ryan, jack (fictitious character), fiction']",Spanish
0140236287,The Ghost Road (The Regeneration Trilogy),Pat Barker,1996,Penguin Books Ltd,3,"['English Poets', 'Fiction']",English
0373483015,Sarah'S Child (Best Of The Best),Linda Howard,1994,Silhouette,2,"['Fiction, romance, general']",English
0446365378,Love Bite,Sherry Gottlieb,1994,Warner Books,2,"['Vampires', 'Fiction']",English
0312309171,The Joy of Funerals: A Novel in Stories,Alix Strauss,2003,St. Martin's Press,2,"['Fiction, short stories (single author)', 'Young women, fiction']",English
0452274524,House of Splendid Isolation,Edna O'Brien,1995,Plume Books,2,"['Country homes', 'Fiction']",English
3530100072,Der Prophet.,Khalil Gibran,1997,Walter-Verlag,2,"['Poetry', 'Classics']",German
076073030X,The Cat Who Went To Paris &amp; A Cat Abroad: Two Volumes In One,Peter Gethers,2001,Barnes &amp; Noble Books,2,"['Anecdotes', 'Biographies']",English
067980336X,Oddball Baseball,Katy Hall,1991,Random House Books for Young Readers,2,"['Miscellanea', 'Baseball']",English
0312273207,In America: A Novel,Susan Sontag,2001,Picador USA,3,"['Actresses', 'Frontier and pioneer life in fiction']",English
3596294290,Bekenntnisse des Hochstaplers Felix Krull. Der Memoiren erster Teil.,Thomas Mann,2000,"Fischer (Tb.), Frankfurt",4,"['Fiction', 'German fiction']",German
014017897X,Essays (Penguin Classics),Michel De Montaigne,1993,Penguin Books,4,"['French essays', 'Fiction, short stories (single author)']",English
3499104482,Der Verdacht,Durrenmatt,1976,Rowohlt Taschenbuch Verlag GmbH,3,"['German language', 'Readers']",German
359621078X,Saemtliche Erzaehlungen,Franz Kafka,1981,Fischer Taschenbuch Verlag,4,['German Short stories'],German
0722534612,Stephen Turoff - Psychic Surgeon: The Story of an Extraordinary Healer,Grant Solomon,1998,Thorsons Publishers,3,['Surgeons'],English
0595160328,The Good American: A Novel Based On True Events,Ursula Maria Mandel,2001,Writers Club Press,4,,English
0446602590,War and Anti-War : Making Sense of Today's Gloabal Chaos,Alvin Toffler,1995,Warner Books,2,"['Military art and science', 'Economic aspects']",English
0553092049,Red Mars,Kim Stanley Robinson,1993,Bantam Books,2,"['Mars', 'science fiction']",English
0061057460,Year's Best SF 2,David G. Hartwell,1997,Eos,2,"['Science fiction', 'Fiction, science fiction, general']",English
8495501511,Todas Las Almas - Bolsillo,Javier Marias,2001,Suma de Letras,2,"['Translations from Spanish', 'English literature']",Spanish
8420613096,El Aleph,Jorge Luis Borges,2000,Continental Book Company,2,"['Cuentos', 'Short stories']",Spanish
0380769131,Retro Lives,Lee Grimes,1993,Avon,2,"['Fiction, science fiction, general', 'Regeneration (Biology)']",English
0743436180,"Miles, Mystery &amp; Mayhem",Lois McMaster Bujold,2003,Baen Books,2,"['American Science fiction', 'Miles Vorkosigan (Fictitious character)']",English
0449231046,Golden Unicorn,Phyllis A Whitney,1981,Ballantine Books,2,"['Fiction in English', 'Gothic novels']",English
0385488432,Heartwood,James Lee Burke,1999,Bantam Dell Pub Group,2,"['Fiction', 'Social life and customs']",English
0515119814,This Time Together (Time Passages Series),Susan Leslie Liepitz,1996,Jove Books,4,"['Time travel', 'Fiction']",English
0394531892,Poland,James A. Michener,1983,Random House Inc,2,"['Histoire', 'Pologne']",English
0679734120,Birdy,William Wharton,1992,Vintage Books USA,5,"['Fiction in English', 'Army veterans']",English
8484501450,"El Diario De Bridget Jones (Los Jet De Plaza &amp; Janes, 397)",Helen Fielding,2002,Distribooks Int'l+inc,2,"['single women', 'Diary fiction']",Spanish
0743202120,"War in a Time of Peace: Bush, Clinton, and the Generals",David Halberstam,2001,Scribner,2,"['Politics and government', 'Vietnamese Conflict, 1961-1975']",English
0451526082,The Scarlet Letter (Signet Classics (Paperback)),Nathaniel Hawthorne,1999,Signet Book,5,"['Fiction', 'Puritans']",English
1573226815,There Are No Accidents: Synchroncity and the Stories of Our Lives,Robert H. Hopcke,1998,Riverhead Books,2,"['Coincidence', 'Psychic aspects']",English
0399132635,Watchers,Dean R. Koontz,1987,Putnam Pub Group,2,"['Dogs', 'Serial murders']",English
0892967242,Tucker Peak,Archer Mayor,2001,Mysterious Press,2,"['Vermont in fiction', 'Police in fiction']",English
8429745149,Carrer Bolívia (El Balancí),Maria Barbal,1999,Edicions 62,2,,Catalan
8420646318,El Horla,Guy de Maupassant,1994,Alianza,4,,Spanish
0913990604,The New Farm Vegetarian Cookbook,Louise Hagler,1988,Book Publishing Company (TN),3,"['Vegetarian cookery', 'Vegetarian cooking']",English
1565122054,Ellen Foster,Kaye Gibbons,1997,Algonquin Books of Chapel Hill,3,"['Children of alcoholics', 'Fiction']",English
1576737462,When Joy Came to Stay,Karen Kingsbury,2000,Multnomah Publishers,3,"['Women in fiction', 'Fiction']",English
0671657771,The Walking Dead : A Marine's Story of Vietnam,Charles W. Sasser,1989,Pocket,2,"['Vietnamese Conflict, 1961-1975', 'Personal narratives']",English
0821723898,Golden Fire (Heartfire),Kathy Jones,1988,Kensington Publishing Corporation,2,,English
0821759191,"Darling Jasmine (Small, Bertrice. Glenkirk Chronicles.)",Bertrice Small,1998,Zebra Books,2,"['collectionID:Sbodice_ripper', 'Fiction']",English
0553576275,Scotsman,Juliana Garnett,1998,Bantam,2,"['Fiction', 'Kidnapping']",English
0380805693,A Rogue's Proposal (Cynster Novels),Stephanie Laurens,1999,Avon,4,"['Cynster family (Fictitious characters)', 'Fiction']",English
0380800225,Christmas Knight,Christina Skye,1998,Avon Books,2,"['Scotland, fiction', 'Fiction, romance, historical, general']",English
0843948558,Blackheart,Tamara Leigh,2001,Leisure Books,2,"['Fiction', 'Fiction, romance, historical, general']",English
0373834128,Harlequin 50th Anniversary Collection #4 (Private Eye; Beguiled),Jayne Ann Krentz,1999,Harlequin,4,,English
0821761455,With All My Heart,Jo Goodman,1999,Zebra Books,3,"['Missing persons', 'Fiction']",English
055329993X,The Return of the Ragpicker,OG MANDINO,1993,Bantam,2,"['Success', 'Conduct of life']",English
000647425X,Footprints: The True Story Behind the Poem That Inspired Millions,Margaret Fishback Powers,1993,HarperSanFrancisco,3,"['Biographies chrétiennes', 'Canadian Religious poetry']",English
0373821751,Strings,Muriel Jensen,1988,Harlequin Books,2,"['Fiction, general']",English
030703979X,Jurassic Park,Golden Books,1993,Golden Books,2,"[""Children's fiction""]",English
1551666367,Two Alone,Sandra Brown,2000,Mira Books,2,"['Fiction', 'Survival after airplane accidents, shipwrecks']",English
0373092393,Australian,Diana Palmer,1985,Silhouette,2,"['Fiction, romance, general', 'Fiction, general']",English
1551666723,The Thrill of Victory,Sandra Brown,2003,Mira Books,2,"['Fiction', 'Man-woman relationships']",English
0671416340,SPELLBINDER,Harold Robbins,1982,Simon &amp; Schuster,2,"['Fiction, mystery & detective, general']",English
0739412159,Sky Is Falling,Sidney Sheldon,2000,William Morrow,2,"['Psychological thriller', 'Fiction, mystery & detective, general']",English
0694014540,Alice in Wonderland (Book and Charm),Lewis Carroll,2000,HarperFestival,2,"['Alice (fictitious character : carroll), fiction', 'British and irish fiction (fictional works by one author)']",English
0671892010,Finding the Love of Your Life: Ten Principles for Choosing the Right Marriage Partner,Neil Warren,1994,Pocket,2,"['Love', 'Marriage']",English
0060177764,Heat,Stuart Woods,1994,Harpercollins,2,"['Government investigators', 'Undercover operations']",English
0439401372,Mcgrowl:  Beware Of Dog,Bob Balaban,2002,Scholastic,2,"['Dogs', 'Fiction']",English
019285304X,Codebreakers: The Inside Story of Bletchley Park,F. H. Hinsley,1994,Oxford University Press,2,"['E tudes diverses', 'De cryptage']",English
0916890708,"Challenge of Rainier: A Record of the Explorations and Ascents, Triumphs and Tragedies",Dee Molenaar,1979,Mountaineers Books,2,"['Mountaineering', 'Description and travel']",English
0345425480,The Last Full Measure (Ballantine Reader's Circle),Jeff Shaara,1999,Ballantine Books,6,"['Chamberlain, Joshua Lawrence, in fiction', 'Fiction']",English
0974537616,A National Party No More: The Conscience of a Conservative Democrat,Zell Miller,2003,Stroud &amp; Hall,3,"['Democratic Party (U.S.)', 'Politics and government']",English
0060087439,Shattered Love: A Memoir,Richard Chamberlain,2003,Regan Books,3,"['Films', 'Actors']",English
0192815989,Dracula (World's Classics),Bram Stoker,1984,Oxford University Press,5,"['English literature', 'Fiction']",English
0553345354,Og Mandino's University of Success,OG MANDINO,1983,Bantam,2,"['Commercial success', 'Success']",English
0449911500,The Twelfth Angel,Og Mandino,1996,Ballantine Books,4,"['Little League baseball', 'Domestic fiction']",English
